,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,MaleCheck,Sozinho,Familiares,Embarked
745,746,0,1,3.230769230769231,1,1,2.4489726976647495,1,0,2,0
746,747,0,3,-0.9230769230769231,1,1,0.25101344328182384,1,0,2,0
747,748,1,2,0.15384615384615385,0,0,-0.06298073591573695,0,1,0,0
748,749,0,1,-0.6923076923076923,1,0,1.6737318966114614,1,0,1,0
749,750,0,3,0.23076923076923078,0,0,-0.29035583119672925,1,1,0,2
750,751,1,2,-1.8461538461538463,1,1,0.37011468366710554,0,0,2,0
751,752,1,3,-1.6923076923076923,0,1,-0.0857182454438362,1,0,1,0
752,753,0,3,0.38461538461538464,0,0,-0.21456413276973182,1,1,0,0
753,754,0,3,-0.38461538461538464,0,0,-0.2840412999792114,1,1,0,0
754,755,1,2,1.5384615384615385,1,2,2.1891154459150437,0,0,3,0
755,756,1,2,-2.102307692307692,1,1,0.001983577021689412,1,0,2,0
756,757,0,3,0.0,0,0,-0.28837225417503987,1,1,0,0
757,758,0,2,-0.7692307692307693,0,0,-0.12794504885316332,1,1,0,0
758,759,0,3,0.46153846153846156,0,0,-0.277362968609244,1,1,0,0
759,760,1,1,0.38461538461538464,0,0,3.120270598018155,0,1,0,0
760,761,0,3,0.0,0,0,0.001983577021689412,1,1,0,0
761,762,0,3,1.0,0,0,-0.31742429492065694,1,1,0,0
762,763,1,3,-0.6153846153846154,0,0,-0.3129114406486037,1,1,0,1
763,764,1,1,0.6153846153846154,1,2,4.571140253620677,0,0,3,0
764,765,0,3,-0.9230769230769231,0,0,-0.2892730926477721,1,1,0,0
765,766,1,1,1.7692307692307692,1,0,2.7503334834730784,0,0,1,0
766,767,0,1,0.0,0,0,1.089053080174624,1,1,0,1
767,768,0,3,0.19230769230769232,0,0,-0.29035583119672925,0,1,0,2
768,769,0,3,0.0,1,0,0.41992065691913233,1,0,1,2
769,770,0,3,0.3076923076923077,0,0,-0.26382873674728013,1,1,0,0
770,771,0,3,-0.3076923076923077,0,0,-0.21456413276973182,1,1,0,0
771,772,0,3,1.5384615384615385,0,0,-0.2858429769246761,1,1,0,0
772,773,0,2,2.230769230769231,0,0,-0.1712545908114476,0,1,0,0
773,774,0,3,0.0,0,0,-0.31309334072482853,1,1,0,1
774,775,1,2,2.0,1,3,0.37011468366710554,0,0,4,0
775,776,0,3,-0.7692307692307693,0,0,-0.29035583119672925,1,1,0,0
776,777,0,3,0.0,0,0,-0.29035583119672925,1,1,0,2
777,778,1,3,-1.7692307692307692,0,0,-0.0857182454438362,0,1,0,0
778,779,0,3,0.0,0,0,-0.2908972004712078,1,1,0,2
779,780,1,1,1.1538461538461537,0,1,8.526925542235466,0,0,1,0
780,781,1,3,-1.1538461538461537,0,0,-0.3129114406486037,0,1,0,1
781,782,1,1,-0.8461538461538461,1,0,1.84263911024877,0,0,1,0
782,783,0,1,0.07692307692307693,0,0,0.6732814773750952,1,1,0,0
783,784,0,3,0.0,1,2,0.3896039775483334,1,0,3,0
784,785,0,3,-0.23076923076923078,0,0,-0.32067251056752827,1,1,0,0
785,786,0,3,-0.23076923076923078,0,0,-0.3120106021758714,1,1,0,0
786,787,1,3,-0.7692307692307693,0,0,-0.30136511676252514,0,1,0,0
787,788,0,3,-1.5384615384615385,4,1,0.6353856281615965,1,0,5,2
788,789,1,3,-2.076923076923077,1,2,0.2650890444182662,1,0,3,0
789,790,0,1,1.3846153846153846,0,0,2.8041109417226804,1,1,0,1
790,791,0,3,0.0,0,0,-0.29035583119672925,1,1,0,2
791,792,0,2,-0.9230769230769231,0,0,0.5000433095419583,1,1,0,0
792,793,0,3,0.0,8,2,2.3861738618252373,0,0,10,0
793,794,0,1,0.0,0,0,0.7034162566696693,1,1,0,1
794,795,0,3,-0.23076923076923078,0,0,-0.2840412999792114,1,1,0,0
795,796,0,2,0.8461538461538461,0,0,-0.06298073591573695,1,1,0,0
796,797,1,1,1.6153846153846154,0,0,0.4969769939713118,0,1,0,0
797,798,1,3,0.23076923076923078,0,0,-0.2499350356870626,0,1,0,0
798,799,0,3,0.15384615384615385,0,0,-0.3129114406486037,1,1,0,1
799,800,0,3,0.15384615384615385,1,1,0.41992065691913233,0,0,2,0
800,801,0,2,0.46153846153846156,0,0,-0.06298073591573695,1,1,0,0
801,802,1,2,0.23076923076923078,1,1,0.5108706950315294,0,0,2,0
802,803,1,1,-1.3076923076923077,1,2,4.571140253620677,1,0,3,0
803,804,1,3,-2.1215384615384614,0,1,-0.2571504053773127,1,0,1,1
804,805,1,3,-0.07692307692307693,0,0,-0.32392072621439955,1,1,0,0
805,806,0,3,0.23076923076923078,0,0,-0.2892730926477721,1,1,0,0
806,807,0,1,0.8461538461538461,0,0,-0.6260047813734322,1,1,0,0
807,808,0,3,-0.7692307692307693,0,0,-0.2892730926477721,0,1,0,0
808,809,0,2,0.8461538461538461,0,0,-0.06298073591573695,1,1,0,0
809,810,1,1,0.38461538461538464,1,0,1.6737318966114614,0,0,1,0
810,811,0,3,-0.15384615384615385,0,0,-0.28440076917746515,1,1,0,0
811,812,0,3,0.8461538461538461,0,0,0.41992065691913233,1,1,0,0
812,813,0,2,0.5384615384615384,0,0,-0.1712545908114476,1,1,0,0
813,814,0,3,-1.6923076923076923,4,2,0.7285011433719076,0,0,6,0
814,815,0,3,0.19230769230769232,0,0,-0.277362968609244,1,1,0,0
815,816,0,1,0.0,0,0,-0.6260047813734322,1,1,0,0
816,817,0,3,-0.38461538461538464,0,0,-0.2827766613540295,0,1,0,0
817,818,0,2,0.23076923076923078,1,1,0.9766301711593096,1,0,2,1
818,819,0,3,1.1538461538461537,0,0,-0.3466582357424988,1,1,0,0
819,820,0,3,-1.3846153846153846,3,2,0.5823314392626983,1,0,5,0
820,821,1,1,1.8461538461538463,1,1,3.423437391726145,0,0,2,0
821,822,1,3,-0.07692307692307693,0,0,-0.2508358741597949,1,1,0,0
822,823,0,1,0.7692307692307693,0,0,-0.6260047813734322,1,1,0,0
823,824,1,3,-0.07692307692307693,0,1,-0.0857182454438362,0,0,1,0
824,825,0,3,-2.0,4,1,1.092842665095974,1,0,5,0
825,826,0,3,0.0,0,0,-0.3250034647633567,1,1,0,2
826,827,0,3,0.0,0,0,1.8208024391934032,1,1,0,0
827,828,1,2,-2.076923076923077,0,2,0.9766301711593096,1,0,2,1
828,829,1,3,0.0,0,0,-0.29035583119672925,1,1,0,2
829,830,1,1,2.6153846153846154,0,0,2.8387585752893076,0,1,0,0
830,831,1,3,-1.0,1,0,0.0,0,0,1,1
831,832,1,2,-2.0900000000000003,1,1,0.18604913034439746,1,0,2,0
832,833,0,3,0.0,0,0,-0.3129114406486037,1,1,0,1
833,834,0,3,-0.38461538461538464,0,0,-0.2858429769246761,1,1,0,0
834,835,0,3,-0.7692307692307693,0,0,-0.2665355831196729,1,1,0,0
835,836,1,1,0.8461538461538461,1,1,2.9755431016561564,0,0,2,1
836,837,0,3,-0.5384615384615384,0,0,-0.2508358741597949,1,1,0,0
837,838,0,3,0.0,0,0,-0.277362968609244,1,1,0,0
838,839,1,3,0.3076923076923077,0,0,1.8208024391934032,1,1,0,0
839,840,1,1,0.0,0,0,0.6602886147876099,1,1,0,1
840,841,0,3,-0.6153846153846154,0,0,-0.2827766613540295,1,1,0,0
841,842,0,2,-0.9230769230769231,0,0,-0.1712545908114476,1,1,0,0
842,843,1,1,0.15384615384615385,0,0,0.7165910193333795,0,1,0,1
843,844,0,3,0.5,0,0,-0.34719960501697733,1,1,0,1
844,845,0,3,-0.8461538461538461,0,0,-0.2508358741597949,1,1,0,0
845,846,0,3,1.0769230769230769,0,0,-0.2990177395883861,1,1,0,0
846,847,0,3,0.0,8,2,2.3861738618252373,1,0,10,0
847,848,0,3,0.5384615384615384,0,0,-0.2840412999792114,1,1,0,1
848,849,0,2,0.0,0,1,0.803210103249948,1,0,1,0
849,850,1,1,0.0,1,0,3.2330573071859194,0,0,1,1
850,851,0,3,-1.8461538461538463,4,2,0.7285011433719076,1,0,6,0
851,852,0,3,3.5384615384615383,0,0,-0.2892730926477721,1,1,0,0
852,853,0,3,-1.4615384615384615,1,1,0.03428383341417777,0,0,2,1
853,854,1,1,-0.9230769230769231,0,1,1.080391171782967,0,0,1,0
854,855,0,2,1.2307692307692308,1,0,0.5000433095419583,0,0,1,0
855,856,1,3,-0.7692307692307693,0,1,-0.2210605640634745,0,0,1,0
856,857,1,1,1.3076923076923077,1,1,6.51429647980043,0,0,2,0
857,858,1,1,1.7692307692307692,0,0,0.5238635576190146,1,1,0,0
858,859,1,3,-0.3076923076923077,0,3,0.20806337052179327,0,0,3,1
859,860,0,3,0.0,0,0,-0.3129114406486037,1,1,0,1
860,861,0,3,1.0,2,0,-0.014980770563370535,1,0,2,0
861,862,0,2,-0.5384615384615384,1,0,-0.12794504885316332,1,0,1,0
862,863,1,1,1.5384615384615385,0,0,0.4969769939713118,0,1,0,0
863,864,0,3,0.0,8,2,2.3861738618252373,0,0,10,0
864,865,0,2,-0.3076923076923077,0,0,-0.06298073591573695,1,1,0,0
865,866,1,2,1.0769230769230769,0,0,-0.06298073591573695,0,1,0,0
866,867,1,2,-0.07692307692307693,1,0,-0.025808156052941598,0,0,1,1
867,868,0,1,0.23076923076923078,0,0,1.5609451874436977,1,1,0,0
868,869,0,3,0.0,0,0,-0.21456413276973182,1,1,0,0
869,870,1,3,-1.8461538461538463,1,1,-0.14382665788926616,1,0,2,0
870,871,0,3,-0.15384615384615385,0,0,-0.2840412999792114,1,1,0,0
871,872,1,1,1.4615384615384615,1,1,1.6500935486106298,0,0,2,0
872,873,0,1,0.38461538461538464,0,0,-0.40945707158201095,1,1,0,0
873,874,0,3,1.4615384615384615,0,0,-0.23621890374887394,1,1,0,0
874,875,1,2,0.0,1,0,0.4134242256253898,0,0,1,1
875,876,1,3,-1.0,0,0,-0.31309334072482853,0,1,0,1
876,877,0,3,-0.6153846153846154,0,0,-0.1995876931605571,1,1,0,0
877,878,0,3,-0.6923076923076923,0,0,-0.2840412999792114,1,1,0,0
878,879,0,3,0.0,0,0,-0.2840412999792114,1,1,0,0
879,880,1,1,2.1538461538461537,0,1,2.9755431016561564,0,0,1,1
880,881,1,2,-0.23076923076923078,0,1,0.5000433095419583,0,0,1,0
881,882,0,3,0.38461538461538464,0,0,-0.2840412999792114,1,1,0,0
882,883,0,3,-0.46153846153846156,0,0,-0.17053132146074423,0,1,0,0
883,884,0,2,0.0,0,0,-0.1712545908114476,1,1,0,0
884,885,0,3,-0.23076923076923078,0,0,-0.32067251056752827,1,1,0,0
885,886,0,3,0.8461538461538461,0,5,0.6353856281615965,0,0,5,2
886,887,0,2,-0.07692307692307693,0,0,-0.06298073591573695,1,1,0,0
887,888,1,1,-0.6923076923076923,0,0,0.6732814773750952,0,1,0,0
888,889,0,3,0.0,1,2,0.3896039775483334,0,0,3,0
889,890,1,1,-0.15384615384615385,0,0,0.6732814773750952,1,1,0,1
890,891,0,3,0.3076923076923077,0,0,-0.29035583119672925,1,1,0,2
